speed_kmh,ambient_temp_c,soc_percent,road_slope_pct,hvac_power_kw,consumption_wh_per_km,remaining_range_km
103.8,17.8,27.5,-2.74,0.0,229.3,27.1
29.9,29.1,45.2,3.93,1.35,258.1,37.9
44.0,15.7,96.6,2.22,0.0,201.2,100.7
88.8,-8.6,78.8,4.15,4.5,350.0,31.7
47.8,31.9,38.8,-0.74,1.48,192.1,43.2
95.4,21.0,95.6,0.2,0.0,255.1,79.9
51.0,20.4,68.1,1.05,0.0,192.1,73.5
37.3,-0.3,51.0,-0.02,3.44,252.7,32.0
45.7,19.6,52.1,-1.49,0.0,147.4,81.1
59.1,7.7,47.0,-1.79,1.69,189.0,45.7
97.2,19.3,31.0,0.43,0.0,262.2,26.7
87.1,-5.2,44.8,-2.13,4.5,254.7,25.7
43.7,19.6,57.5,-2.19,0.0,134.6,94.0
82.3,35.0,57.5,0.79,2.5,268.0,45.6
24.0,-7.8,78.6,-0.19,4.5,334.1,33.9
38.1,34.0,42.3,1.87,2.5,255.2,35.7
58.0,8.3,74.5,-0.85,1.25,194.5,70.5
109.5,29.2,62.0,-1.16,1.36,278.5,46.9
83.8,25.2,96.6,0.85,0.35,245.5,81.1
87.7,15.5,44.7,-1.62,0.0,211.9,45.6
87.3,23.2,91.1,-1.32,0.0,215.7,87.2
111.2,29.5,83.9,-1.24,1.64,283.7,59.8
114.9,8.2,67.4,-0.42,2.13,308.8,41.8
102.5,4.7,68.9,3.54,2.76,347.6,33.7
102.8,20.0,17.6,-2.75,0.0,226.9,16.8
17.2,26.4,95.5,2.59,1.22,254.8,77.6
56.7,24.3,19.6,1.48,0.57,216.0,19.0
37.2,25.9,60.7,3.13,1.13,237.8,51.1
43.9,9.6,39.7,6.0,1.42,290.0,28.4
93.9,26.8,48.7,2.86,1.12,303.8,32.9
29.2,-4.6,64.9,1.85,4.2,325.0,30.0
111.6,14.5,91.8,-2.62,0.0,249.2,74.4
29.9,-9.7,51.2,-2.37,4.5,268.6,25.1
33.3,4.6,98.9,0.72,2.4,239.8,78.8
46.4,6.5,63.4,-3.4,2.24,168.0,71.4
86.5,7.8,24.4,1.23,1.64,271.3,16.9
63.0,21.3,27.1,-4.27,0.0,128.9,45.1
54.3,7.5,74.4,2.3,1.63,245.1,57.0
88.7,10.2,14.5,-0.64,1.02,240.2,12.0
83.9,0.7,53.2,0.25,2.79,265.9,34.6
60.2,6.8,23.3,-1.5,1.57,192.5,22.6
39.4,0.2,49.0,-3.8,3.56,196.1,42.1
41.6,-6.7,77.5,2.47,4.5,310.3,36.5
98.0,17.2,51.3,2.67,0.0,297.5,36.7
50.4,20.1,24.7,-0.7,0.0,165.0,31.5
49.6,17.9,32.7,1.32,0.0,194.4,35.6
36.3,10.9,43.1,-0.78,0.62,165.0,53.7
35.6,7.1,16.3,0.58,1.72,215.8,14.6
97.5,28.9,62.6,1.52,1.51,294.6,44.1
50.6,13.4,64.7,1.11,0.0,192.4,69.9
37.3,11.6,15.6,2.68,0.5,214.3,14.5
23.0,-8.8,46.2,1.04,4.5,350.0,18.7
39.5,5.4,47.3,0.06,2.5,226.9,37.8
49.5,7.1,40.0,-1.52,1.92,190.3,42.5
102.1,7.9,60.2,-0.96,1.64,268.1,43.4
98.7,16.1,41.1,1.62,0.0,283.4,32.3
82.2,14.0,47.5,-3.0,0.0,180.6,54.0
86.5,17.4,81.8,2.21,0.0,267.0,65.9
106.4,24.4,24.6,-0.56,0.38,271.4,19.8
41.6,26.6,65.7,-1.64,0.97,164.0,83.5
89.4,22.3,55.5,-2.2,0.0,206.6,57.8
86.4,33.0,37.5,1.35,2.19,279.3,29.3
89.8,-9.2,75.5,-0.03,4.5,290.2,35.3
27.3,-1.2,59.6,3.18,3.56,329.7,28.7
31.3,-9.7,53.0,-2.53,4.5,261.0,29.0
77.6,19.1,70.1,-1.16,0.0,199.8,72.8
106.4,30.4,82.2,-0.18,1.67,289.2,61.3
104.7,1.0,97.5,-1.5,3.58,284.0,57.0
39.0,31.7,66.6,0.01,1.89,211.1,65.4
45.5,-7.3,88.7,0.64,4.5,278.0,46.7
45.4,32.0,10.1,0.97,2.06,229.2,9.3
92.4,5.8,57.7,3.01,1.69,309.1,35.0
43.4,-5.4,29.3,-2.61,4.5,231.7,17.6
52.4,11.9,18.5,0.68,1.04,208.1,18.5
115.0,1.6,57.9,-1.29,3.23,305.5,31.8
30.3,2.8,77.2,0.86,3.03,267.2,47.9
86.9,3.8,47.1,0.86,2.2,272.9,32.6
18.3,26.1,70.3,-1.97,0.57,147.2,104.5
105.4,14.3,54.1,-1.8,0.0,247.0,46.9
78.5,4.0,49.3,1.02,2.69,268.5,34.2
87.4,17.5,36.1,0.05,0.0,236.3,33.1
109.5,22.2,44.4,-0.44,0.0,276.8,33.7
34.4,2.3,41.5,1.32,2.51,250.5,28.6
60.5,8.6,68.2,1.46,0.75,223.7,58.0
25.0,-4.5,20.4,-1.06,4.5,314.4,9.7
97.5,-1.8,18.3,-1.7,4.39,275.9,10.3
87.9,20.7,69.4,-2.52,0.0,198.8,72.9
51.9,-1.8,59.2,0.07,3.88,253.2,38.6
83.6,13.6,48.7,-2.85,0.0,185.7,55.8
20.9,21.9,23.7,0.2,0.0,150.3,33.4
100.7,-5.2,47.0,2.43,4.5,344.7,19.8
106.2,15.5,81.1,-0.71,0.0,265.3,64.9
43.0,1.5,90.1,-1.07,3.63,235.0,62.5
59.2,33.3,73.2,4.0,2.43,288.4,53.9
21.1,11.8,15.4,3.02,0.5,216.5,15.0
94.5,26.3,70.3,-1.53,0.68,234.3,69.1
35.4,14.8,31.7,0.28,0.0,162.9,40.3
37.4,-8.0,38.4,0.66,4.5,290.9,19.1
50.9,18.5,27.6,0.41,0.0,182.2,31.9
39.9,32.8,79.8,3.63,2.11,270.7,60.4
47.0,17.1,68.4,0.17,0.0,173.9,81.7
94.1,26.9,65.1,0.47,1.04,267.3,52.6
44.8,29.8,70.1,1.38,1.37,220.0,66.6
88.3,0.3,31.3,2.38,3.94,317.8,16.2
73.0,-0.5,50.0,1.87,3.51,285.4,28.6
51.4,17.5,67.0,1.08,0.0,192.9,73.0
42.6,8.5,67.3,-3.12,1.18,147.2,86.6
99.5,27.8,81.3,-0.98,0.77,253.8,63.8
88.6,30.5,35.8,1.64,1.62,280.9,27.4
46.6,5.9,79.3,0.5,2.27,227.0,65.0
41.5,0.7,49.6,1.65,3.12,265.0,30.8
40.8,25.1,70.3,3.77,0.34,229.2,66.7
93.7,2.4,51.0,-2.35,2.87,243.7,38.0
48.4,27.0,95.4,2.28,1.15,230.9,88.9
27.0,9.1,26.1,-0.66,0.84,172.6,30.8
112.8,20.0,70.8,1.87,0.0,319.3,50.8
95.3,-5.7,61.9,-0.08,4.5,297.8,33.1
33.8,18.1,25.5,4.25,0.0,221.1,24.0
40.9,10.3,15.9,0.26,0.94,191.2,16.1
104.6,16.4,81.9,-1.28,0.0,252.9,68.7
60.9,-2.4,24.2,0.84,4.4,274.8,14.0
19.7,23.2,26.8,0.65,0.0,156.3,38.6
93.4,28.8,98.1,2.28,1.13,294.0,73.1
16.5,-0.2,74.6,0.9,3.82,350.0,34.0
99.9,-5.7,32.5,4.95,4.5,350.0,13.5
102.7,-8.9,63.2,-0.22,4.5,308.4,28.2
61.1,18.9,58.1,-0.2,0.0,187.2,63.7
43.4,17.3,86.0,-1.21,0.0,149.1,124.1
102.6,14.6,75.6,0.17,0.0,270.1,57.7
86.4,0.4,84.9,0.46,3.37,279.6,48.5
84.2,7.6,29.0,0.56,1.79,259.0,20.8
83.2,16.8,67.6,0.13,0.0,229.6,64.1
45.3,12.4,13.6,-1.22,0.0,151.0,18.9
98.1,34.5,16.2,-1.76,2.5,256.8,13.3
57.5,-3.9,74.2,-0.75,4.13,245.6,48.0
40.1,21.3,12.2,2.28,0.0,197.7,13.6
56.3,8.2,62.2,2.71,0.75,237.4,50.9
36.2,9.3,85.6,-0.15,1.53,199.6,84.5
75.5,22.3,44.2,-1.88,0.0,185.2,51.5
44.5,21.2,14.0,-0.16,0.0,166.0,18.1
41.5,34.6,74.2,4.18,2.5,288.0,50.6
36.8,-4.2,93.7,2.0,4.5,312.4,47.4
101.5,-5.3,74.5,1.1,4.5,326.1,34.6
103.4,22.6,62.1,1.93,0.0,298.3,43.1
27.5,16.0,30.7,3.08,0.0,198.1,34.7
56.9,2.3,11.4,-2.31,3.24,206.5,9.4
50.7,-6.4,72.5,-0.78,4.5,252.9,41.7
100.8,-6.1,30.8,-1.06,4.5,292.5,15.9
101.8,30.2,87.2,1.17,1.66,299.7,62.9
38.8,-1.4,52.0,0.32,3.59,259.5,33.8
95.2,4.6,57.8,1.51,2.53,300.8,34.4
44.1,0.2,77.9,-1.01,2.98,220.2,62.1
102.2,6.0,80.1,2.74,1.78,325.2,44.7
64.2,-6.9,67.8,-0.14,4.5,262.9,38.7
53.9,13.4,94.5,1.39,0.0,200.9,91.9
40.5,-7.0,98.4,2.39,4.5,310.8,44.1
50.7,26.0,95.2,2.23,0.41,217.4,95.0
95.1,0.5,84.2,0.72,3.17,295.6,47.4
51.9,14.3,73.5,1.64,0.0,202.1,77.2
87.1,29.6,69.7,3.48,1.55,305.1,49.2
92.2,19.3,19.3,1.03,0.0,260.7,15.4
53.8,14.0,34.4,-1.46,0.0,158.0,44.6
39.0,4.6,10.5,1.17,1.69,223.1,8.6
44.5,5.0,22.4,-0.07,2.44,222.0,18.0
99.0,20.1,49.5,-4.7,0.0,189.3,58.5
64.2,34.7,23.2,0.92,2.5,247.7,19.5
56.3,19.8,91.1,0.23,0.0,186.8,107.2
39.6,15.1,82.5,2.31,0.0,197.7,90.9
104.4,22.9,16.4,-1.5,0.0,249.2,13.9
54.4,10.9,32.4,-3.01,0.56,145.8,42.2
65.8,-7.3,83.7,0.34,4.5,270.8,45.8
53.4,15.3,82.3,0.76,0.0,190.9,90.0
68.1,33.1,95.1,0.19,1.96,232.6,85.5
107.2,-2.1,99.8,0.04,3.64,312.8,50.8
32.2,21.1,97.9,-2.14,0.0,123.8,169.8
95.4,-1.0,46.9,-0.28,3.61,285.7,27.6
100.5,14.1,32.5,-0.7,0.0,252.6,27.3
108.4,-5.6,78.3,2.15,4.44,350.0,33.1
88.8,10.3,36.9,0.76,1.52,266.8,28.5
51.7,24.0,82.6,-0.56,0.42,177.0,102.1
56.8,5.6,58.1,3.45,1.37,259.9,40.4
104.0,19.9,81.5,-0.54,0.0,262.7,64.4
34.8,25.8,34.8,1.12,0.68,194.5,37.5
92.7,31.7,55.7,-0.33,1.9,261.8,45.3
36.4,0.6,60.8,3.26,3.23,297.3,33.1
97.5,8.0,94.9,0.17,1.54,274.8,66.6
85.8,-3.1,34.0,0.23,4.05,283.3,18.7
26.5,34.7,94.3,-0.28,2.5,241.2,75.8
38.4,31.7,82.4,0.39,1.85,215.8,78.0
98.3,14.3,75.8,2.4,0.0,294.1,50.1
108.6,27.9,80.8,1.69,1.23,318.1,54.1
51.4,13.4,64.5,0.06,0.0,177.6,78.7
97.1,18.1,32.0,3.4,0.0,306.7,21.1
58.9,-6.0,27.1,1.75,4.5,289.6,13.2
40.5,24.0,88.0,-0.88,0.0,150.8,124.8
100.2,-4.3,75.3,-2.76,4.32,264.1,42.2
94.9,27.2,29.2,-0.83,1.02,249.2,24.4
100.7,25.2,65.4,0.83,0.73,283.0,50.5
90.2,21.9,50.3,1.19,0.0,259.1,41.1
46.3,-8.4,24.3,2.72,4.5,308.4,10.5
96.4,3.6,57.9,-2.19,2.25,244.6,39.5
48.7,1.8,35.3,-0.88,2.33,208.1,31.2
39.3,6.2,18.7,-2.36,1.56,167.0,21.6
36.8,-6.1,52.0,-2.68,4.5,242.2,31.2
66.1,32.2,63.1,-1.26,1.93,208.2,64.6
24.3,14.9,14.2,0.73,0.0,160.6,18.7
50.8,3.7,46.2,1.54,2.53,248.9,33.7
35.1,7.9,33.2,-1.9,1.76,180.2,34.5
38.0,10.1,12.8,-1.62,1.12,166.5,15.0
108.2,17.0,21.3,-3.56,0.0,227.1,20.5
32.4,13.2,22.5,0.43,0.0,162.4,30.3
48.9,31.4,26.5,-1.46,1.66,185.6,31.1
92.5,12.4,82.3,3.33,0.0,295.7,59.6
83.5,34.6,49.6,0.82,2.39,269.0,38.3
92.5,28.3,23.2,-0.34,1.55,257.6,19.0
30.2,-0.6,19.0,-1.28,3.46,249.7,11.8
99.4,31.9,36.8,-2.99,2.17,237.5,33.1
67.9,-4.8,81.8,-2.74,4.5,225.9,55.4
37.4,26.8,42.8,-1.24,1.2,174.2,52.4
37.5,7.1,24.4,-1.4,1.6,182.6,24.7
81.4,29.5,46.4,-2.0,1.76,215.8,47.9
36.1,29.1,60.0,0.75,1.32,207.3,63.4
9.1,26.3,12.7,1.03,0.91,248.3,11.4
46.9,25.6,66.5,-0.92,0.73,172.9,80.3
96.8,3.7,45.6,3.87,3.14,345.5,23.1
92.9,-6.4,10.9,-3.49,4.5,242.7,6.8
51.0,8.1,70.7,0.12,2.03,217.9,62.4
101.8,-2.2,74.1,-0.44,4.3,301.5,38.5
37.9,21.3,66.6,-1.1,0.0,144.8,97.4
94.4,5.6,40.8,-1.4,2.09,251.0,30.0
25.1,33.9,57.7,-0.01,2.5,249.6,50.2
97.5,18.8,44.8,-0.45,0.0,249.6,38.4
45.2,27.0,73.1,-0.78,0.94,178.3,90.2
85.2,-4.0,62.5,-2.6,4.2,241.7,40.3
23.1,28.8,17.4,-3.24,1.38,159.8,22.7
46.9,31.5,67.9,-0.58,1.92,203.5,69.3
49.0,11.9,71.9,-0.8,0.58,173.5,83.8
17.3,17.3,43.4,-0.39,0.0,139.3,64.3
51.6,24.4,88.8,-0.22,0.59,185.2,101.5
81.6,-2.1,85.9,-1.05,4.01,258.1,55.6
38.3,12.6,25.8,-0.42,0.0,155.2,34.4
107.2,7.9,91.4,-1.71,1.49,266.4,64.4
95.6,-3.4,49.7,3.05,4.29,343.0,23.8
76.2,6.5,75.1,-1.6,1.25,207.1,66.2
77.0,-6.9,83.3,-0.74,4.5,263.5,44.3
96.6,-8.8,55.5,-1.45,4.5,279.4,28.4
41.5,-3.9,45.9,-1.48,4.06,240.5,30.0
78.8,33.3,92.4,0.05,2.4,250.6,77.6
38.1,14.7,30.8,-0.2,0.0,158.4,42.6
108.3,33.5,33.1,-0.92,2.31,288.3,24.5
113.9,9.5,42.5,-0.57,1.28,296.7,27.3
44.3,4.0,87.4,-1.44,2.24,197.0,73.9
37.4,12.8,94.5,0.8,0.0,172.8,111.7
52.3,9.8,29.8,4.11,1.22,263.0,23.2
116.0,-5.2,87.7,-1.75,4.5,311.7,41.6
89.2,18.8,33.2,0.79,0.0,251.1,28.8
47.2,-0.3,97.4,0.09,3.88,255.0,63.6
92.4,17.9,63.8,1.34,0.0,265.9,48.9
110.1,19.3,10.6,1.39,0.0,305.9,7.4
43.5,-3.2,13.1,0.41,4.24,270.9,7.6
49.6,-7.2,23.3,-0.08,4.5,264.0,12.3
105.0,25.1,26.9,-0.87,0.65,266.2,21.5
95.4,10.7,79.1,-1.53,0.64,235.8,68.2
84.6,-7.4,30.0,-0.19,4.5,280.5,15.3
46.9,34.8,97.2,-2.57,2.5,186.0,113.2
54.2,-7.4,67.3,-1.19,4.5,245.7,39.5
27.9,21.3,72.3,2.21,0.0,185.5,81.4
54.3,34.3,29.6,0.2,2.5,229.6,26.7
34.2,0.8,90.3,1.79,3.25,279.3,54.7
113.3,-3.6,70.1,2.94,4.15,350.0,32.3
35.9,-4.5,87.8,-0.35,4.29,273.5,48.1
93.2,3.6,96.1,0.41,2.56,281.1,57.8
52.7,-5.5,21.3,-0.6,4.5,254.8,12.6
76.4,21.1,18.7,-1.63,0.0,190.6,20.6
33.8,-7.2,82.3,-1.91,4.5,261.7,43.4
44.2,12.9,88.0,1.69,0.0,193.4,94.8
70.8,34.9,62.5,0.42,2.22,243.2,55.5
87.6,26.6,42.9,3.69,0.73,299.8,30.3
110.4,17.7,68.7,1.94,0.0,314.8,47.7
66.1,3.8,37.5,-1.46,2.8,218.3,31.4
40.8,18.1,31.5,1.68,0.0,189.5,36.5
92.9,13.7,53.9,-0.61,0.0,237.6,46.8
33.7,9.2,29.5,2.43,1.74,245.3,22.8
41.2,-4.1,53.5,-0.97,4.5,259.4,30.7
94.5,29.9,96.1,-2.1,1.71,236.6,89.4
101.3,10.2,85.6,-1.59,0.72,248.0,70.3
60.0,-1.2,94.7,-1.49,3.8,229.5,65.2
34.7,6.5,82.6,-1.68,2.32,200.0,82.5
89.2,8.6,41.9,-1.15,0.99,233.1,33.9
21.6,27.2,83.1,1.71,1.1,224.5,82.0
46.5,23.0,93.1,3.59,0.0,224.6,93.2
75.2,24.6,95.2,-2.66,0.58,180.7,113.7
89.8,-9.5,71.5,2.53,4.5,328.4,28.9
39.4,8.7,29.0,-0.96,0.88,170.9,32.3
113.5,11.7,13.6,0.7,1.09,313.0,8.8
105.3,-9.1,23.2,-3.31,4.5,266.8,12.3
41.7,1.7,96.9,1.05,3.75,270.8,59.3
119.2,24.2,51.6,-4.01,0.58,251.8,41.6
44.6,-3.8,86.9,0.63,4.5,278.8,48.6
55.5,14.1,51.9,0.51,0.0,189.9,58.9
83.4,-0.3,69.5,0.38,3.55,276.2,44.1
44.3,-9.5,12.2,-1.47,4.5,247.7,6.4
60.2,0.9,32.5,1.1,3.34,260.9,21.0
47.0,33.9,49.3,0.78,2.43,234.7,45.8
57.7,26.1,66.8,-0.42,0.7,191.1,75.4
97.1,33.2,25.4,1.34,2.36,300.2,17.8
85.8,12.0,78.8,-0.19,0.5,235.4,70.3
99.5,-5.1,42.8,1.06,4.5,321.9,19.6
43.6,14.7,83.6,-0.25,0.0,163.6,112.1
41.4,10.4,18.8,0.43,0.5,183.5,19.8
45.4,28.0,71.2,1.15,1.2,213.2,68.5
37.9,-5.6,36.4,-0.8,4.5,268.1,20.0
44.7,12.0,81.6,-2.47,0.5,142.8,108.2
103.3,-3.2,46.2,0.55,4.48,320.8,22.5
103.0,4.6,69.9,2.38,2.64,329.9,36.4
96.0,23.2,94.1,0.6,0.0,262.2,77.8
37.4,11.4,11.9,0.64,0.87,193.5,12.5
90.6,6.9,11.0,-0.08,1.87,261.5,7.9
45.2,7.8,79.3,1.48,1.31,220.3,69.9
44.2,10.7,68.2,-0.37,0.89,182.7,75.5
88.3,25.3,36.4,-0.91,0.58,230.2,33.7
100.0,30.1,54.5,2.21,1.77,312.6,39.5
22.8,33.0,13.8,-1.06,2.33,234.8,12.6
49.5,25.4,27.3,1.78,0.73,215.7,27.9
59.8,4.2,48.2,2.21,2.69,266.5,33.6
90.9,21.0,85.1,1.13,0.0,259.7,71.8
61.1,9.7,53.2,-2.5,0.9,167.4,66.7
106.7,1.5,62.8,0.05,3.17,307.5,35.1
41.9,27.8,88.6,-0.4,1.51,195.5,97.5
37.2,-8.3,37.8,-0.99,4.5,266.6,19.5
25.4,30.6,73.1,0.29,1.98,232.7,66.8
53.9,10.8,87.6,1.54,1.31,227.4,75.8
32.7,18.7,28.2,-0.92,0.0,142.5,43.5
87.5,19.7,42.1,-0.34,0.0,230.8,38.1
101.0,30.3,98.2,-0.48,1.86,275.1,76.8
90.3,18.7,98.5,2.33,0.0,276.4,77.9
88.9,17.6,30.1,-0.51,0.0,231.0,28.1
107.0,-7.0,16.0,-2.47,4.5,282.7,7.9
89.5,13.3,34.4,-3.15,0.0,192.6,38.2
97.8,-3.2,45.8,0.73,4.49,313.9,22.7
38.4,23.2,49.7,-1.52,0.0,138.9,70.3
72.4,13.0,65.7,1.34,0.0,228.1,58.3
39.3,20.6,91.0,-2.66,0.0,122.7,166.1
39.2,-8.1,39.7,-1.08,4.5,261.2,22.3
32.4,-6.2,86.5,-2.66,4.5,254.9,50.6
97.8,22.2,18.4,0.87,0.0,270.1,15.0
49.4,-6.8,13.8,1.3,4.5,284.8,6.8
56.4,-6.8,55.4,0.68,4.5,273.4,29.1
24.1,-9.5,15.4,-2.17,4.5,303.4,7.2
39.0,33.0,45.3,-1.49,2.5,204.1,47.6
47.4,23.2,90.7,0.47,0.0,178.8,109.3
49.0,5.9,31.7,-3.38,1.7,157.8,37.1
42.1,3.3,73.5,-0.48,2.64,221.2,61.0
48.5,5.7,37.2,3.03,2.4,268.1,26.6
111.5,24.9,14.0,-0.36,0.54,287.8,10.7
100.3,19.8,60.1,-2.98,0.0,217.8,59.5
53.9,-1.7,85.1,-1.21,3.74,231.2,58.7
25.9,-2.2,46.9,-1.26,3.92,283.4,26.9
29.1,-5.6,65.6,4.28,4.5,350.0,26.9
82.2,19.7,91.0,3.33,0.0,275.5,69.1
50.1,24.4,81.1,1.46,0.39,204.8,81.4
26.6,1.9,27.4,-0.69,2.93,251.1,19.6
108.9,-9.1,76.0,2.4,4.5,350.0,29.2
47.5,-6.3,55.2,-2.27,4.5,232.7,35.1
41.2,33.6,77.1,2.15,2.48,257.3,63.1
45.1,3.3,54.5,1.86,2.27,247.3,42.5
92.1,24.6,21.5,-0.3,0.47,245.7,19.1
92.5,18.1,61.3,2.28,0.0,280.1,44.4
100.3,7.2,54.3,-0.89,1.87,267.8,39.8
38.1,-0.7,56.6,-2.53,3.49,215.1,42.7
44.9,-4.5,89.1,1.96,4.5,298.5,45.1
99.5,17.7,90.5,-0.17,0.0,258.1,73.9
77.0,24.9,50.8,1.2,0.57,241.6,45.5
33.0,19.0,51.0,3.64,0.0,211.2,52.2
118.0,13.9,56.4,-1.44,0.0,282.6,41.3
42.0,-8.1,56.8,-0.29,4.5,268.4,29.3
25.5,33.6,95.5,3.14,2.12,280.6,72.1
98.6,25.9,68.4,1.34,0.91,288.1,47.5
46.7,3.2,35.0,-1.4,3.29,220.4,26.9
71.2,34.1,57.8,-1.91,2.13,207.3,61.7
55.9,17.1,66.5,-1.06,0.0,166.9,86.4
57.2,16.2,67.6,-1.48,0.0,162.5,88.0
107.8,23.7,62.7,0.47,0.0,286.7,44.6
95.5,26.5,26.0,0.16,0.89,263.8,21.2
40.3,19.5,13.0,0.56,0.0,172.1,16.8
47.0,-4.2,40.4,-1.68,4.16,234.7,28.4
87.0,5.2,48.5,-0.14,2.45,260.9,36.0
53.1,31.8,15.6,-4.11,1.95,154.0,21.0
86.7,0.1,83.3,0.29,3.73,281.6,48.7
100.4,6.7,41.0,2.35,1.62,314.2,23.5
28.0,9.4,92.2,-2.85,1.32,156.7,113.1
24.5,9.8,23.9,0.97,1.55,227.5,20.7
44.3,17.6,15.1,-1.22,0.0,149.8,21.5
99.7,32.4,53.4,1.61,2.0,305.4,39.4
49.8,0.8,27.0,0.32,3.06,241.0,18.2
40.6,-4.5,94.4,0.81,4.5,287.1,49.9
28.1,-1.1,10.9,0.13,3.9,293.1,5.7
96.1,29.9,47.1,2.66,1.23,306.1,33.4
55.8,19.1,93.4,0.69,0.0,193.1,99.8
36.2,2.9,44.6,-1.41,2.94,219.7,36.9
93.5,26.7,18.4,0.2,0.59,257.3,15.2
95.3,28.8,37.3,-0.74,1.2,253.3,30.3
79.9,28.1,54.8,0.32,1.33,242.9,45.5
36.5,31.4,26.7,-0.84,1.93,200.1,27.6
54.6,1.4,52.0,-1.35,3.39,222.8,40.2
100.6,24.0,85.3,0.4,0.0,269.1,69.0
36.1,10.7,88.5,0.11,0.87,185.2,94.8
87.3,27.9,14.4,2.13,1.17,280.8,11.4
97.2,22.8,24.5,-0.83,0.0,243.4,20.9
25.0,24.9,34.8,-3.96,0.41,107.1,63.7
99.3,19.5,63.5,-0.73,0.0,249.5,55.2
73.4,-2.0,42.5,-3.25,4.16,217.7,32.5
45.9,14.5,86.0,0.83,0.0,182.5,104.5
43.8,34.3,74.5,-3.35,2.5,174.4,86.3
38.4,32.2,19.0,-1.98,1.68,175.8,22.7
53.2,-8.1,66.2,-0.72,4.5,252.9,37.6
42.8,-2.6,20.2,3.09,4.2,310.8,10.1
71.6,-4.1,33.0,-2.15,4.38,235.8,21.5
86.8,22.7,26.0,0.02,0.0,234.9,23.3
5.0,26.8,25.6,1.16,0.48,206.0,25.8
45.4,-0.4,65.5,2.97,3.23,285.1,37.0
103.8,12.8,60.7,1.56,0.0,293.6,44.2
39.5,27.8,25.8,2.19,1.12,224.0,24.8
105.0,23.0,99.1,1.73,0.0,298.9,74.0
61.0,14.4,48.0,-2.42,0.0,153.9,67.5
46.8,16.6,18.7,0.72,0.0,181.9,23.2
44.0,12.9,20.9,1.7,0.0,193.3,23.0
93.8,3.4,62.6,-1.91,2.5,246.5,46.1
46.4,15.4,98.1,-1.16,0.0,153.2,137.2
105.6,21.0,61.5,-1.61,0.0,250.2,57.6
54.9,29.3,95.4,1.55,1.35,229.2,89.8
28.7,18.6,50.0,-0.14,0.0,150.8,67.0
45.9,24.3,49.2,-0.64,0.65,174.6,61.1
100.5,-2.8,55.0,-2.56,4.28,267.0,31.5
103.9,10.8,72.8,-0.13,0.94,277.5,54.4
44.3,-9.6,43.1,-1.14,4.5,252.7,23.6
62.1,1.1,87.7,0.49,2.94,246.4,60.3
23.2,22.7,12.6,-2.29,0.0,114.5,23.1
34.8,34.6,49.6,0.36,2.5,235.4,44.4
51.9,-5.5,56.0,-0.88,4.5,251.0,32.5
93.5,8.1,64.6,-2.5,1.64,228.1,55.9
95.2,26.0,34.8,-2.65,1.13,223.6,34.1
30.5,-0.8,48.5,-2.35,3.97,249.2,34.7
34.9,15.0,53.6,-0.41,0.0,152.1,74.7
96.8,23.0,71.8,0.24,0.0,258.6,59.2
105.0,17.7,79.6,0.54,0.0,281.2,60.6
46.5,-1.5,76.4,0.62,4.3,272.3,45.2
40.6,6.0,40.7,-1.52,2.16,194.6,40.1
27.8,25.3,100.0,2.12,0.54,203.5,104.7
53.2,14.9,86.4,-0.88,0.0,165.9,118.5
48.0,-9.8,33.4,0.9,4.5,279.7,16.4
69.7,24.2,27.6,-0.33,0.55,206.5,28.3
95.4,-8.4,38.3,0.75,4.5,310.4,16.8
51.9,23.6,50.7,-0.43,0.0,171.0,65.8
26.3,-0.9,86.6,0.79,4.22,323.5,43.9
43.9,33.1,80.1,-0.01,2.17,217.0,78.1
88.7,6.6,86.6,1.63,2.69,293.0,54.5
87.7,4.7,34.5,-1.64,2.46,239.7,26.1
39.5,-3.3,63.4,-3.54,4.49,223.3,43.4
35.2,3.8,35.5,-1.95,2.78,208.3,31.7
101.8,29.4,19.8,2.14,1.77,315.3,13.8
46.6,34.8,71.6,-0.31,2.5,219.8,67.9
55.4,6.6,22.9,0.18,1.86,218.5,19.5
40.4,10.2,70.1,-2.11,1.3,164.5,85.2
44.5,22.5,68.3,0.13,0.0,170.3,86.2
43.4,29.9,82.9,-2.05,1.75,176.7,98.0
87.4,16.7,22.6,-1.75,0.0,209.3,21.9
97.4,7.6,80.5,-0.8,1.9,263.7,57.0
55.3,8.6,99.9,0.89,1.46,221.8,87.2
80.1,21.3,86.6,1.1,0.0,238.3,76.4
46.7,-9.9,77.7,1.16,4.5,284.6,37.7
32.3,17.9,69.6,-3.18,0.0,108.3,137.2
99.8,6.0,48.0,-0.01,1.54,276.8,34.0
108.6,25.7,75.7,-0.39,0.53,280.3,57.1
23.6,-5.8,75.2,-3.06,4.5,293.8,38.0
21.7,16.5,66.8,0.03,0.0,148.3,96.1
110.6,11.6,81.7,-0.5,0.65,284.4,59.4
106.0,18.9,50.4,1.02,0.0,290.7,38.5
86.6,-7.1,20.9,0.16,4.5,288.5,10.6
29.8,16.1,60.3,-1.1,0.0,137.3,88.7
32.2,15.3,33.9,1.85,0.0,183.6,40.2
36.5,15.2,44.6,-4.44,0.0,93.3,99.7
37.8,17.2,11.6,-0.13,0.0,159.2,15.5
81.2,20.4,44.5,-3.53,0.0,170.8,57.1
54.7,26.2,82.8,-1.82,0.76,167.7,102.6
